[2025-05-31 17:26:03] TOP 1 | beefy | NOICE-WETH | TVL $30,528.00 | APR 138,013.21% | Score 41,403.96
[2025-05-31 17:26:03] TOP 2 | spectra-v2 | STUSD | TVL $132,448.00 | APR 54,046.60% | Score 16,213.98
[2025-05-31 17:26:03] TOP 3 | berapaw | BULLISHV2 | TVL $28,784.00 | APR 28,862.79% | Score 8,658.84
[2025-05-31 17:28:37] 📅 Nouvelle analyse lancée
[2025-05-31 17:28:37] 🔧 Profil utilisé : modéré (APR 0.3, TVL 0.2)
[2025-05-31 17:28:38] beefy | NOICE-WETH | TVL $30,528.00 | APR 138,013.21% | Score 41,403.96
[2025-05-31 17:30:48] [POOL] navi-lending | STBTC | TVL $57,455,427.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] uniswap-v3 | DAI-USDC | TVL $57,277,777.00 | APR 0.42% | Score 0.14
[2025-05-31 17:30:48] [POOL] orby-network | CDCETH | TVL $56,854,447.00 | APR 0.05% | Score 0.03
[2025-05-31 17:30:48] [POOL] avalon-finance | SOLVBTC | TVL $56,722,531.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] usual | USUALX | TVL $56,577,573.00 | APR 106.98% | Score 32.10
[2025-05-31 17:30:48] [POOL] thorchain | BTC | TVL $56,431,757.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] morpho-blue | SRUSD | TVL $56,319,939.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] echelon-market | SUSDE | TVL $56,286,256.00 | APR 13.29% | Score 4.00
[2025-05-31 17:30:48] [POOL] silo-v2 | STS | TVL $56,257,305.00 | APR 1.08% | Score 0.34
[2025-05-31 17:30:48] [POOL] aave-v3 | WETH | TVL $55,685,734.00 | APR 2.09% | Score 0.64
[2025-05-31 17:30:48] [POOL] venus-core-pool | ETH | TVL $55,461,930.00 | APR 0.32% | Score 0.11
[2025-05-31 17:30:48] [POOL] pendle | WSTUSR | TVL $54,993,869.00 | APR 8.10% | Score 2.44
[2025-05-31 17:30:48] [POOL] pendle | WSTUSR | TVL $54,993,869.00 | APR 9.44% | Score 2.84
[2025-05-31 17:30:48] [POOL] aave-v3 | USDC | TVL $54,769,505.00 | APR 3.29% | Score 1.00
[2025-05-31 17:30:48] [POOL] gmx-v2-perps | ETH-USDC | TVL $54,519,811.00 | APR 7.79% | Score 2.35
[2025-05-31 17:30:48] [POOL] aave-v3 | ETHX | TVL $54,469,188.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] uniswap-v3 | WETH-USDC | TVL $54,130,538.00 | APR 66.21% | Score 19.87
[2025-05-31 17:30:48] [POOL] morpho-blue | PT-CUSDO-19JUN2025 | TVL $54,029,428.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] kamino-lend | USDC | TVL $53,734,957.00 | APR 4.54% | Score 1.37
[2025-05-31 17:30:48] [POOL] sparklend | EZETH | TVL $53,417,400.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] multipli.fi | XUSDC | TVL $52,895,850.00 | APR 6.04% | Score 1.82
[2025-05-31 17:30:48] [POOL] merkl | SWETH | TVL $51,664,767.00 | APR 0.04% | Score 0.02
[2025-05-31 17:30:48] [POOL] merkl | YLBFBTC.TAC | TVL $51,241,166.00 | APR 8.21% | Score 2.47
[2025-05-31 17:30:48] [POOL] navi-lending | VOLOSUI | TVL $51,222,898.00 | APR 0.16% | Score 0.06
[2025-05-31 17:30:48] [POOL] morpho-blue | CSUSDL | TVL $51,172,403.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] midas-rwa | MMEV | TVL $51,082,786.00 | APR 11.07% | Score 3.33
[2025-05-31 17:30:48] [POOL] raydium-amm | USDS-USDC | TVL $51,006,157.00 | APR 0.19% | Score 0.07
[2025-05-31 17:30:48] [POOL] curve-dex | SUSDS-USDT | TVL $50,596,890.00 | APR 3.90% | Score 1.18
[2025-05-31 17:30:48] [POOL] curve-dex | USDC-RLUSD | TVL $50,588,606.00 | APR 9.70% | Score 2.92
[2025-05-31 17:30:48] [POOL] gmx-v1 | WBTC-ETH-USDC-DAI-FRAX-LINK-UNI-USDT | TVL $50,153,779.00 | APR 4.95% | Score 1.50
[2025-05-31 17:30:48] [POOL] raydium-amm | USDD-USDC | TVL $49,995,008.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] stakedao | SDCRV | TVL $49,829,474.00 | APR 9.66% | Score 2.91
[2025-05-31 17:30:48] [POOL] morpho-blue | SDEUSD | TVL $49,818,832.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] raydium-amm | USDC-BTC | TVL $49,787,579.00 | APR 0.20% | Score 0.07
[2025-05-31 17:30:48] [POOL] aerodrome-v1 | USDC-AERO | TVL $49,521,924.00 | APR 32.30% | Score 9.70
[2025-05-31 17:30:48] [POOL] reserve-protocol | USD3 | TVL $49,235,818.00 | APR 3.27% | Score 0.99
[2025-05-31 17:30:48] [POOL] curve-dex | ETH-OETH | TVL $48,931,779.00 | APR 1.91% | Score 0.58
[2025-05-31 17:30:48] [POOL] morpho-blue | STEAKETH | TVL $48,925,207.00 | APR 2.24% | Score 0.68
[2025-05-31 17:30:48] [POOL] convex-finance | ETH-OETH | TVL $48,889,996.00 | APR 3.49% | Score 1.06
[2025-05-31 17:30:48] [POOL] across | WETH | TVL $48,375,579.00 | APR 2.78% | Score 0.84
[2025-05-31 17:30:48] [POOL] uniswap-v2 | PEPE-WETH | TVL $47,629,580.00 | APR 20.00% | Score 6.01
[2025-05-31 17:30:48] [POOL] crvusd | WETH | TVL $47,376,991.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] upshift | HGETH | TVL $46,988,269.00 | APR 13.10% | Score 3.94
[2025-05-31 17:30:48] [POOL] aave-v3 | USDC | TVL $46,966,010.00 | APR 2.40% | Score 0.73
[2025-05-31 17:30:48] [POOL] merkl | WBTC-CBBTC | TVL $46,814,672.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] aave-v3 | WSTETH | TVL $46,454,190.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] sky-lending | WBTC | TVL $46,254,594.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] fx-protocol | FXUSDSTABILITYPOOLV2.0 | TVL $45,870,105.00 | APR 11.02% | Score 3.32
[2025-05-31 17:30:48] [POOL] yearn-finance | USDS | TVL $45,855,780.00 | APR 16.48% | Score 4.95
[2025-05-31 17:30:48] [POOL] navi-lending | WBTC | TVL $45,796,231.00 | APR 0.01% | Score 0.01
[2025-05-31 17:30:48] [POOL] tectonic | USDC | TVL $45,406,362.00 | APR 2.13% | Score 0.65
[2025-05-31 17:30:48] [POOL] stream-finance | USDC | TVL $45,392,622.00 | APR 10.93% | Score 3.29
[2025-05-31 17:30:48] [POOL] bifrost-liquid-staking | VDOT | TVL $45,341,538.00 | APR 11.06% | Score 3.33
[2025-05-31 17:30:48] [POOL] sparklend | RETH | TVL $44,088,222.00 | APR 0.01% | Score 0.01
[2025-05-31 17:30:48] [POOL] lista-lending | USD1 | TVL $44,018,488.00 | APR 1.98% | Score 0.60
[2025-05-31 17:30:48] [POOL] yearn-finance | WETH | TVL $44,005,560.00 | APR 2.21% | Score 0.67
[2025-05-31 17:30:48] [POOL] fluid-lending | CBBTC | TVL $43,807,716.00 | APR 0.34% | Score 0.11
[2025-05-31 17:30:48] [POOL] pendle | STETH | TVL $43,627,327.00 | APR 2.82% | Score 0.86
[2025-05-31 17:30:48] [POOL] pendle | STETH | TVL $43,627,327.00 | APR 4.55% | Score 1.38
[2025-05-31 17:30:48] [POOL] curve-dex | MIM-3CRV | TVL $43,480,703.00 | APR 5.94% | Score 1.79
[2025-05-31 17:30:48] [POOL] morpho-blue | HUSDC | TVL $43,182,603.00 | APR 5.71% | Score 1.72
[2025-05-31 17:30:48] [POOL] tectonic | USDT | TVL $42,869,785.00 | APR 1.90% | Score 0.58
[2025-05-31 17:30:48] [POOL] goldfinch | USDC | TVL $42,691,540.00 | APR 9.55% | Score 2.87
[2025-05-31 17:30:48] [POOL] morpho-blue | GTUSDC | TVL $42,689,519.00 | APR 4.76% | Score 1.44
[2025-05-31 17:30:48] [POOL] raydium-amm | MBTC-USDC | TVL $42,521,092.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] kinetic | USD₮0 | TVL $41,965,705.00 | APR 23.54% | Score 7.07
[2025-05-31 17:30:48] [POOL] morpho-blue | GTLRTCORE | TVL $41,953,227.00 | APR 3.26% | Score 0.99
[2025-05-31 17:30:48] [POOL] uniswap-v3 | WBTC-WETH | TVL $41,797,408.00 | APR 28.86% | Score 8.67
[2025-05-31 17:30:48] [POOL] fluid-lending | WEETHS | TVL $41,626,390.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] gearbox | WSTETH | TVL $41,452,215.00 | APR 0.09% | Score 0.04
[2025-05-31 17:30:48] [POOL] raydium-amm | SLERF-WSOL | TVL $40,939,596.00 | APR 1.59% | Score 0.49
[2025-05-31 17:30:48] [POOL] crvusd | SCRVUSD | TVL $40,800,562.00 | APR 6.01% | Score 1.81
[2025-05-31 17:30:48] [POOL] tokemak | WETH | TVL $40,646,445.00 | APR 4.96% | Score 1.50
[2025-05-31 17:30:48] [POOL] colend-protocol | WCORE | TVL $40,635,939.00 | APR 0.36% | Score 0.11
[2025-05-31 17:30:48] [POOL] uniswap-v2 | WETH-USDT | TVL $40,192,519.00 | APR 11.16% | Score 3.36
[2025-05-31 17:30:48] [POOL] curve-llamalend | CRVUSD-SUSDE | TVL $40,121,808.00 | APR 4.63% | Score 1.40
[2025-05-31 17:30:48] [POOL] gmx-v2-perps | WBTC.B-WBTC.B | TVL $39,877,015.00 | APR 7.06% | Score 2.13
[2025-05-31 17:30:48] [POOL] convex-finance | CRVUSD | TVL $39,756,216.00 | APR 4.95% | Score 1.49
[2025-05-31 17:30:48] [POOL] zeebu | ZBU | TVL $39,568,942.00 | APR 6.05% | Score 1.82
[2025-05-31 17:30:48] [POOL] curve-dex | CUSDO-USDC | TVL $39,399,152.00 | APR 1.19% | Score 0.36
[2025-05-31 17:30:48] [POOL] merkl | ROME-ETH | TVL $39,182,390.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] vvs-standard | USDT-USDC | TVL $38,850,210.00 | APR 0.92% | Score 0.28
[2025-05-31 17:30:48] [POOL] dolomite | SRUSD | TVL $38,638,969.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] flux-finance | OUSG | TVL $38,638,342.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] venus-core-pool | WBETH | TVL $38,573,991.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] navi-lending | LBTC | TVL $38,385,139.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] balancer-v2 | RETH-WETH | TVL $38,291,028.00 | APR 0.02% | Score 0.01
[2025-05-31 17:30:48] [POOL] morpho-blue | SMUSDC | TVL $38,267,312.00 | APR 6.37% | Score 1.92
[2025-05-31 17:30:48] [POOL] uwu-lend | SIFU | TVL $38,248,915.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] resupply | CRVUSD | TVL $38,040,872.00 | APR 3.84% | Score 1.16
[2025-05-31 17:30:48] [POOL] sparklend | RSETH | TVL $38,035,886.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] aave-v3 | WETH | TVL $37,921,703.00 | APR 0.49% | Score 0.16
[2025-05-31 17:30:48] [POOL] aave-v3 | WBTC | TVL $37,797,617.00 | APR 0.01% | Score 0.01
[2025-05-31 17:30:48] [POOL] uniswap-v3 | WBTC-LBTC | TVL $37,446,672.00 | APR 0.62% | Score 0.19
[2025-05-31 17:30:48] [POOL] aave-v3 | WETH | TVL $37,075,564.00 | APR 1.74% | Score 0.53
[2025-05-31 17:30:48] [POOL] morpho-blue | CBBTC | TVL $36,952,644.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] euler-v2 | RLUSD | TVL $36,823,930.00 | APR 9.80% | Score 2.95
[2025-05-31 17:30:48] [POOL] concentrator | FXSAVE | TVL $36,624,458.00 | APR 11.59% | Score 3.48
[2025-05-31 17:30:48] [POOL] aave-v2 | STETH | TVL $36,603,644.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] bedrock-unieth | UNIETH | TVL $36,301,931.00 | APR 4.02% | Score 1.21
[2025-05-31 17:30:48] [POOL] fluid-lending | WSTETH | TVL $36,241,067.00 | APR 0.14% | Score 0.05
[2025-05-31 17:30:48] [POOL] liqwid | ADA | TVL $36,132,494.00 | APR 2.84% | Score 0.86
[2025-05-31 17:30:48] [POOL] sky-lending | WETH | TVL $36,007,995.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] morpho-blue | GTWETH | TVL $35,797,996.00 | APR 2.28% | Score 0.69
[2025-05-31 17:30:48] [POOL] compound-v3 | SFRAX | TVL $35,708,423.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] aura | RETH-WETH | TVL $35,696,002.00 | APR 0.04% | Score 0.02
[2025-05-31 17:30:48] [POOL] euler-v2 | RSETH | TVL $35,626,482.00 | APR 0.04% | Score 0.02
[2025-05-31 17:30:48] [POOL] thalaswap-v2 | USDT-USDC | TVL $35,536,014.00 | APR 7.48% | Score 2.25
[2025-05-31 17:30:48] [POOL] compound-v3 | CBBTC | TVL $35,246,745.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] uniswap-v3 | WHITE-WETH | TVL $34,609,005.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] across | WBTC | TVL $34,462,578.00 | APR 1.56% | Score 0.48
[2025-05-31 17:30:48] [POOL] uniswap-v3 | WBTC-WETH | TVL $34,391,235.00 | APR 19.24% | Score 5.78
[2025-05-31 17:30:48] [POOL] merkl | WETH-COMPWETH | TVL $34,214,782.00 | APR 2.80% | Score 0.85
[2025-05-31 17:30:48] [POOL] gmx-v2-perps | ETH-ETH | TVL $33,921,429.00 | APR 2.85% | Score 0.86
[2025-05-31 17:30:48] [POOL] morpho-blue | GTUSDCF | TVL $33,892,758.00 | APR 7.11% | Score 2.14
[2025-05-31 17:30:48] [POOL] merkl | YLM-BTC.TAC | TVL $33,765,943.00 | APR 8.21% | Score 2.47
[2025-05-31 17:30:48] [POOL] frax | SFRXUSD | TVL $33,620,168.00 | APR 7.15% | Score 2.15
[2025-05-31 17:30:48] [POOL] fluid-lending | ETH | TVL $33,569,301.00 | APR 1.99% | Score 0.60
[2025-05-31 17:30:48] [POOL] uniswap-v3 | WBTC-USDT | TVL $33,505,532.00 | APR 17.17% | Score 5.16
[2025-05-31 17:30:48] [POOL] kamino-liquidity | USDS-USDC | TVL $33,293,452.00 | APR 0.05% | Score 0.02
[2025-05-31 17:30:48] [POOL] aave-v3 | WETH | TVL $33,186,848.00 | APR 0.49% | Score 0.15
[2025-05-31 17:30:48] [POOL] yieldnest | YNETHX | TVL $33,089,383.00 | APR 4.83% | Score 1.45
[2025-05-31 17:30:48] [POOL] uniswap-v3 | OHM-SUSDS | TVL $33,055,219.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] nodedao | ETH | TVL $32,706,471.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] aave-v3 | WS | TVL $32,706,366.00 | APR 1.18% | Score 0.36
[2025-05-31 17:30:48] [POOL] pendle | WCGUSD | TVL $32,653,904.00 | APR 8.72% | Score 2.62
[2025-05-31 17:30:48] [POOL] pendle | WCGUSD | TVL $32,653,904.00 | APR 7.39% | Score 2.22
[2025-05-31 17:30:48] [POOL] save | MSOL | TVL $32,617,550.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] fluid-lending | WBTC | TVL $32,576,762.00 | APR 0.83% | Score 0.26
[2025-05-31 17:30:48] [POOL] compound-v3 | WEETH | TVL $32,539,349.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] orca | SOL-USDC | TVL $32,526,289.00 | APR 59.33% | Score 17.81
[2025-05-31 17:30:48] [POOL] curve-dex | ETH-STETH | TVL $32,519,106.00 | APR 2.13% | Score 0.65
[2025-05-31 17:30:48] [POOL] indigo | IUSD | TVL $32,471,236.00 | APR 21.73% | Score 6.53
[2025-05-31 17:30:48] [POOL] ankr | ANKRETH | TVL $32,405,915.00 | APR 2.83% | Score 0.86
[2025-05-31 17:30:48] [POOL] stader | MATICX | TVL $32,334,734.00 | APR 4.09% | Score 1.23
[2025-05-31 17:30:48] [POOL] save | SOL | TVL $32,319,984.00 | APR 1.81% | Score 0.55
[2025-05-31 17:30:48] [POOL] save | BSOL | TVL $32,267,003.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] uniswap-v2 | USDC-WETH | TVL $32,136,655.00 | APR 14.38% | Score 4.32
[2025-05-31 17:30:48] [POOL] compound-v3 | RSETH | TVL $32,098,425.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] upshift | UPUSDC | TVL $31,884,778.00 | APR 9.09% | Score 2.73
[2025-05-31 17:30:48] [POOL] convex-finance | MIM-3CRV | TVL $31,564,573.00 | APR 12.28% | Score 3.69
[2025-05-31 17:30:48] [POOL] orca | SOL-JITOSOL | TVL $31,439,174.00 | APR 1.12% | Score 0.34
[2025-05-31 17:30:48] [POOL] aave-v3 | DAI | TVL $31,360,196.00 | APR 3.01% | Score 0.91
[2025-05-31 17:30:48] [POOL] euler-v2 | TETH | TVL $31,348,122.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] morpho-blue | CSUSDC | TVL $31,280,117.00 | APR 6.42% | Score 1.93
[2025-05-31 17:30:48] [POOL] curve-dex | DOLA-USR | TVL $31,188,159.00 | APR 4.95% | Score 1.49
[2025-05-31 17:30:48] [POOL] convex-finance | ETH-STETH | TVL $31,166,914.00 | APR 2.25% | Score 0.68
[2025-05-31 17:30:48] [POOL] kamino-lend | BSOL | TVL $31,072,451.00 | APR 0.02% | Score 0.01
[2025-05-31 17:30:48] [POOL] pendle | AUSDC | TVL $30,983,737.00 | APR 7.53% | Score 2.26
[2025-05-31 17:30:48] [POOL] pendle | AUSDC | TVL $30,983,737.00 | APR 4.86% | Score 1.47
[2025-05-31 17:30:48] [POOL] midas-rwa | MEDGE | TVL $30,983,423.00 | APR 5.76% | Score 1.73
[2025-05-31 17:30:48] [POOL] morpho-blue | MWETH | TVL $30,961,393.00 | APR 2.54% | Score 0.77
[2025-05-31 17:30:48] [POOL] balancer-v2 | WETH-OSETH | TVL $30,882,864.00 | APR 0.01% | Score 0.01
[2025-05-31 17:30:48] [POOL] morpho-blue | SMWETH | TVL $30,840,826.00 | APR 3.63% | Score 1.10
[2025-05-31 17:30:48] [POOL] uniswap-v3 | USDC-USDT | TVL $30,793,026.00 | APR 2.19% | Score 0.66
[2025-05-31 17:30:48] [POOL] morpho-blue | CSUSDC | TVL $30,732,577.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] bex | BYUSD-HONEY | TVL $30,543,266.00 | APR 5.06% | Score 1.52
[2025-05-31 17:30:48] [POOL] berapaw | BYUSD-HONEY-STABLE | TVL $30,532,870.00 | APR 5.97% | Score 1.80
[2025-05-31 17:30:48] [POOL] morpho-blue | PT-SYRUPUSDC-28AUG2025 | TVL $30,468,934.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] pando-leaf | BTC | TVL $30,375,302.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] venus-core-pool | CAKE | TVL $30,340,378.00 | APR 0.01% | Score 0.01
[2025-05-31 17:30:48] [POOL] kamino-lend | CGNTSOL | TVL $30,328,310.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] merkl | WETH-DWETHV3 | TVL $30,251,515.00 | APR 1.04% | Score 0.32
[2025-05-31 17:30:48] [POOL] merkl | YLUNIBTC.TAC | TVL $30,099,314.00 | APR 8.21% | Score 2.47
[2025-05-31 17:30:48] [POOL] morpho-blue | USD0USD0++ | TVL $29,985,486.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] morpho-blue | RE7WETH | TVL $29,983,467.00 | APR 3.01% | Score 0.91
[2025-05-31 17:30:48] [POOL] aave-v3 | WSTETH | TVL $29,882,594.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] resupply | CRVUSD | TVL $29,347,037.00 | APR 3.43% | Score 1.04
[2025-05-31 17:30:48] [POOL] navi-lending | WAL | TVL $29,316,158.00 | APR 4.11% | Score 1.24
[2025-05-31 17:30:48] [POOL] curve-llamalend | CRVUSD-SFRXUSD | TVL $29,171,723.00 | APR 3.63% | Score 1.09
[2025-05-31 17:30:48] [POOL] kamino-liquidity | SOL-JITOSOL | TVL $29,151,368.00 | APR 1.30% | Score 0.40
[2025-05-31 17:30:48] [POOL] compound-v3 | WBTC | TVL $29,138,065.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] convex-finance | CRVUSD | TVL $29,124,116.00 | APR 3.93% | Score 1.18
[2025-05-31 17:30:48] [POOL] merkl | YLSOLVBTC.TAC | TVL $29,021,845.00 | APR 8.21% | Score 2.47
[2025-05-31 17:30:48] [POOL] compound-v3 | TBTC | TVL $29,001,516.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] zeebu | ZBU | TVL $28,920,298.00 | APR 14.34% | Score 4.31
[2025-05-31 17:30:48] [POOL] convex-finance | CVX | TVL $28,851,600.00 | APR 4.84% | Score 1.46
[2025-05-31 17:30:48] [POOL] raydium-amm | MEW-WSOL | TVL $28,838,703.00 | APR 22.07% | Score 6.63
[2025-05-31 17:30:48] [POOL] pendle | CUSDO | TVL $28,818,142.00 | APR 7.26% | Score 2.18
[2025-05-31 17:30:48] [POOL] pendle | CUSDO | TVL $28,818,142.00 | APR 12.94% | Score 3.89
[2025-05-31 17:30:48] [POOL] save | BOBAOPPA | TVL $28,708,959.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] compound-v3 | WETH | TVL $28,658,124.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] origami-finance | HOHM | TVL $28,556,950.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] thalaswap-v2 | SUSDE-USDC | TVL $28,447,561.00 | APR 4.53% | Score 1.36
[2025-05-31 17:30:48] [POOL] berapaw | DRUSD | TVL $28,429,356.00 | APR 6.85% | Score 2.06
[2025-05-31 17:30:48] [POOL] sushiswap | WBTC-WETH | TVL $28,373,388.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] balancer-v2 | BAL-WETH | TVL $28,134,528.00 | APR 1.94% | Score 0.59
[2025-05-31 17:30:48] [POOL] merkl | WETH | TVL $28,042,576.00 | APR 1.48% | Score 0.45
[2025-05-31 17:30:48] [POOL] merkl | USDC-COMPUSDC | TVL $27,863,028.00 | APR 6.13% | Score 1.85
[2025-05-31 17:30:48] [POOL] berapaw | KODIBRBTC-UNIBTC | TVL $27,729,745.00 | APR 2.89% | Score 0.87
[2025-05-31 17:30:48] [POOL] convex-finance | DOLA-USR | TVL $27,590,824.00 | APR 5.95% | Score 1.79
[2025-05-31 17:30:48] [POOL] uniswap-v3 | UNI-WETH | TVL $27,524,333.00 | APR 32.87% | Score 9.87
[2025-05-31 17:30:48] [POOL] fluid-lending | WEETH | TVL $27,333,353.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] fluid-lending | USDC | TVL $27,151,779.00 | APR 5.88% | Score 1.77
[2025-05-31 17:30:48] [POOL] compound-v3 | WBTC | TVL $26,863,221.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] merkl | USDT-ETH | TVL $26,749,767.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] berapaw | KODISOLVBTC-SOLVBTC.BBN | TVL $26,554,125.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] raydium-amm | SMOLE-WSOL | TVL $26,536,470.00 | APR 0.04% | Score 0.02
[2025-05-31 17:30:48] [POOL] morpho-blue | MWUSDC | TVL $26,401,222.00 | APR 6.41% | Score 1.93
[2025-05-31 17:30:48] [POOL] balancer-v3 | OSETH-WAWETH | TVL $26,380,323.00 | APR 4.18% | Score 1.26
[2025-05-31 17:30:48] [POOL] merkl | ETH-USDT | TVL $26,174,050.00 | APR 15.11% | Score 4.54
[2025-05-31 17:30:48] [POOL] takara-lend | UBTC | TVL $26,116,532.00 | APR 3.50% | Score 1.06
[2025-05-31 17:30:48] [POOL] badger-dao | WBTC-WETH | TVL $25,964,574.00 | APR 0.67% | Score 0.20
[2025-05-31 17:30:48] [POOL] morpho-blue | SLVLUSD | TVL $25,896,585.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] dolomite | STBTC | TVL $25,849,614.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] euler-v2 | WEETH | TVL $25,822,144.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] aave-v3 | WSTETH | TVL $25,786,904.00 | APR 0.02% | Score 0.01
[2025-05-31 17:30:48] [POOL] yearn-finance | USDS | TVL $25,744,651.00 | APR 5.03% | Score 1.51
[2025-05-31 17:30:48] [POOL] lista-lending | USDT | TVL $25,497,896.00 | APR 8.85% | Score 2.66
[2025-05-31 17:30:48] [POOL] morpho-blue | WSTETH | TVL $25,443,155.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] uniswap-v3 | WETH-ETHM | TVL $25,443,081.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] pendle | SUSDX | TVL $25,347,917.00 | APR 10.12% | Score 3.04
[2025-05-31 17:30:48] [POOL] pendle | SUSDX | TVL $25,347,917.00 | APR 8.87% | Score 2.67
[2025-05-31 17:30:48] [POOL] crvusd | TBTC | TVL $25,301,050.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] compound-v3 | USDT | TVL $25,153,370.00 | APR 3.67% | Score 1.10
[2025-05-31 17:30:48] [POOL] echelon-market | SUSDE-USDC.X | TVL $25,127,325.00 | APR 3.05% | Score 0.92
[2025-05-31 17:30:48] [POOL] kamino-lend | USDS | TVL $25,087,683.00 | APR 3.06% | Score 0.92
[2025-05-31 17:30:48] [POOL] raydium-amm | BOME-WSOL | TVL $25,015,547.00 | APR 30.90% | Score 9.27
[2025-05-31 17:30:48] [POOL] kamino-lend | PICOSOL | TVL $24,930,717.00 | APR 0.00% | Score 0.00
[2025-05-31 17:30:48] [POOL] fraxlend | SFRXETH | TVL $24,809,189.00 | APR 7.35% | Score 2.21
[2025-05-31 17:30:48] [POOL] fluid-lending | SUSDE | TVL $24,701,265.00 | APR 0.00% | Score 0.00
[2025-05-31 17:30:48] [POOL] euler-v2 | LBTC | TVL $24,665,305.00 | APR 0.00% | Score 0.01
[2025-05-31 17:30:48] [POOL] aegis | YUSD | TVL $24,613,202.00 | APR 10.89% | Score 3.27
[2025-05-31 17:30:48] [POOL] aegis | YUSD | TVL $24,613,202.00 | APR 10.89% | Score 3.27
[2025-05-31 17:30:48] [POOL] balancer-v3 | AAVEGHO-USDT-USDC | TVL $24,366,107.00 | APR 3.63% | Score 1.09
[2025-05-31 17:30:48] [POOL] uniswap-v3 | TRX-WETH | TVL $24,340,847.00 | APR 0.00% | Score 0.00
